bone morphogenetic protein signaling pathway,tumor suppressor gene.,electrochemical gradient establishment,blood vessel maturation,defense against infection,bone morphogenetic protein signaling
tumor suppressor gene regulation,tumor type association,tumor suppressor gene expression,nurd complex,tumor recognition,cell lysis
cytokine signaling inhibition,ring-type e3 ubiquitin transferase,gi/o-coupled serotonin receptor activity,cytosolic [4fe-4s] assembly targeting complex,coagulation factor viii binding,spliceosomal complex disassembly
myo-inositol transmembrane transporter activity,alcohol dehydrogenase (nad+) activity,gamma-delta intraepithelial t cell differentiation,phosphatidylethanolamine biosynthetic process,dol-p-man:man(5)glcnac(2)-pp-dol alpha-1,histone modification (h3s10
udp-d-xylose:beta-d-glucoside alpha-1,spliceosome assembly,all-trans-retinol 13,spliceosome complex assembly,u5 snrnp,5s rrna transcription
choline catabolic process,interleukin-20 binding,interleukin-8 binding,vesicle tethering to endoplasmic reticulum,potential role in abnormal proliferation,vesicle docking
3-d-xylosyltransferase activity,immune system signaling pathway,serine/threonine-protein phosphatase activity,3-hydroxyisobutyrate dehydrogenase activity,3'-phosphoadenosine 5'-phosphosulfate transmembrane transport,cytoplasmic stress granule
intron removal,rdna heterochromatin formation,coenzyme q10 biosynthesis,cilium assembly negative regulation,phospholipid biosynthetic process,store-operated calcium entry
gamma-delta intraepithelial t cell differentiation,udp-d-xylose:beta-d-glucoside alpha-1,all-trans retinal 3,dgc complex,solute:inorganic anion antiporter activity,'de novo' pyrimidine nucleobase biosynthetic process
u5 snrnp,scaffolding protein function,ctf18 rfc-like complex,gamma-delta intraepithelial t cell differentiation,all-trans-retinol 13,spliceosome complex assembly
choline catabolic process,peptidylprolyl isomerase activity,protein exit from endoplasmic reticulum,tap complex binding,phosphorylated serine/threonine binding,gamma-delta t cell activation
regulation of protein lipidation,receptor guanylyl cyclase signaling pathway,receptor internalization,calcitonin gene-related peptide binding,msl complex subunit,receptor tyrosine kinase binding
cytokine signaling inhibition,bcl2 interaction,ecm interaction,ketone body catabolic process,ring-type e3 ubiquitin transferase,translation regulation
mrna destabilization,copii-coated vesicle cargo loading,pathogen defense,mrna regulation,membrane proton transmembrane transport,smoothened signaling pathway modulation
threonylcarbamoyl-amp synthase,15-hydroxyprostaglandin dehydrogenase (nad+) activity,double-stranded dna endonuclease activity,n(6)-l-threonylcarbamoyladenine synthase activity,chloride channel activity,er lumen protein-retaining receptor
developmental abnormalities,developmental patterning,biotin ligase activity,biomineralization,cellular architecture modulation,protein localization to site of double-strand break
pyrroline-5-carboxylate reductase activity,histone h2axs140 phosphatase activity,methylmalonyl-coa epimerase activity,4-alpha-oligoglucan phosphorylase activity,phosphatidylethanolamine biosynthetic process,myo-inositol transmembrane transporter activity
interleukin-20 binding,choline catabolic process,vesicle tethering to endoplasmic reticulum,xenobiotic detoxification,interleukin-9 binding,interleukin-8 binding
membrane-bound organelle localization,protein trafficking,cellular response to stimuli (insulin,membrane depolarization during sa node cell action potential,cell projection,protein localization to synapse
solute:inorganic anion antiporter activity,cytokine signaling inhibition,cytosolic [4fe-4s] assembly targeting complex,spliceosomal complex disassembly,serine/threonine protein kinase activity,kynurenine 3-monooxygenase activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,gamma-delta intraepithelial t cell differentiation,eif2 complex assembly,extrinsic apoptotic signaling pathway regulation,methylmalonyl-coa epimerase activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,extrinsic apoptotic signaling pathway regulation,gamma-delta intraepithelial t cell differentiation,eif2 complex assembly,methylmalonyl-coa epimerase activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,extrinsic apoptotic signaling pathway regulation,gamma-delta intraepithelial t cell differentiation,eif2 complex assembly,methylmalonyl-coa epimerase activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,gamma-delta intraepithelial t cell differentiation,extrinsic apoptotic signaling pathway regulation,eif2 complex assembly,methylmalonyl-coa epimerase activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,extrinsic apoptotic signaling pathway regulation,gamma-delta intraepithelial t cell differentiation,eif2 complex assembly,alcohol dehydrogenase (nad+) activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,extrinsic apoptotic signaling pathway regulation,gamma-delta intraepithelial t cell differentiation,methylmalonyl-coa epimerase activity,eif2 complex assembly
methyl/ethyl malonyl-coa decarboxylase activity,gamma-delta intraepithelial t cell differentiation,phosphatidylethanolamine biosynthetic process,eif2 complex assembly,extrinsic apoptotic signaling pathway regulation,alcohol dehydrogenase (nad+) activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,gamma-delta intraepithelial t cell differentiation,extrinsic apoptotic signaling pathway regulation,methylmalonyl-coa epimerase activity,eif2 complex assembly
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,phosphatidylethanolamine biosynthetic process,gamma-delta intraepithelial t cell differentiation,extrinsic apoptotic signaling pathway regulation,k48-linked ubiquitination
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,extrinsic apoptotic signaling pathway regulation,gamma-delta intraepithelial t cell differentiation,methylmalonyl-coa epimerase activity,eif2 complex assembly
serotonin biosynthesis,erk1/2 cascade activation,cellular response to interleukin-4,translation regulation,immune cell function,choline catabolic process
neurodevelopmental impact,cell redox homeostasis,elastin catabolic process,intron removal,vesicle cargo loading,protein targeting to vacuole
3'-5'-rna exonuclease activity,3'-5' exonuclease activity,7s rna binding,uv response,nitric oxide regulation,thiamine triphosphate phosphatase activity
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,secretory granule location,pyrroline-5-carboxylate reductase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,cellular response to prostaglandin d stimulus
gamma-delta intraepithelial t cell differentiation,ctf18 rfc-like complex,myo-inositol transmembrane transporter activity,ubiquinol to cytochrome c,phosphatidylethanolamine biosynthetic process,methyl/ethyl malonyl-coa decarboxylase activity
methyl/ethyl malonyl-coa decarboxylase activity,gamma-delta intraepithelial t cell differentiation,extrinsic apoptotic signaling pathway regulation,methylmalonyl-coa epimerase activity,eif2 complex assembly,phosphatidylethanolamine biosynthetic process
homodimerization,proteinase inhibition,ankyrin binding,nelf complex localization,telomere lengthening,protein destabilization
methyl/ethyl malonyl-coa decarboxylase activity,ubiquinol to cytochrome c,phosphatidylethanolamine biosynthetic process,gamma-delta intraepithelial t cell differentiation,alcohol dehydrogenase (nad+) activity,myo-inositol transmembrane transporter activity
gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,u5 snrnp,eif2 complex assembly,scaffolding protein function,solute:inorganic anion antiporter activity
gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,u5 snrnp,eif2 complex assembly,k48-linked ubiquitination,solute:inorganic anion antiporter activity
methyl/ethyl malonyl-coa decarboxylase activity,gamma-delta intraepithelial t cell differentiation,eif2 complex assembly,u5 snrnp,k48-linked ubiquitination,extrinsic apoptotic signaling pathway regulation
gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,u5 snrnp,k48-linked ubiquitination,solute:inorganic anion antiporter activity
gamma-delta intraepithelial t cell differentiation,u5 snrnp,methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,k48-linked ubiquitination,scaffolding protein function
growth plate cartilage development,cullin 3 complex,mrna degradation,nucleus,mrna destabilization,imprinting
udp-d-xylose:beta-d-glucoside alpha-1,spliceosome assembly,spliceosome complex assembly,u5 snrnp,spliceosomal complex assembly,'de novo' amp synthesis
glutathione-disulfide reductase (nadph) activity,phosphatidylethanolamine biosynthetic process,pyrroline-5-carboxylate reductase activity,methyl/ethyl malonyl-coa decarboxylase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,alcohol dehydrogenase (nad+) activity
regulation of feeding behavior,mucin-type glycoprotein,cell fate specification,membrane proton transmembrane transport,regulation of blood pressure,mrna localization
oxidized pyrimidine nucleobase lesion dna n-glycosylase activity,eif2 complex assembly,glutathione-disulfide reductase (nadph) activity,kinetochore association,k48-linked ubiquitination,methyl/ethyl malonyl-coa decarboxylase activity
ctf18 rfc-like complex,gamma-delta intraepithelial t cell differentiation,methyl/ethyl malonyl-coa decarboxylase activity,alcohol dehydrogenase (nad+) activity,u6 snrnp,ubiquinol to cytochrome c
u5 snrnp,gamma-delta intraepithelial t cell differentiation,scaffolding protein function,eif2 complex assembly,solute:inorganic anion antiporter activity,spliceosomal complex localization
myo-inositol transmembrane transporter activity,methylmalonyl-coa epimerase activity,gamma-delta intraepithelial t cell differentiation,dgc complex,phosphatidylethanolamine biosynthetic process,retrotransposon activity
methyl/ethyl malonyl-coa decarboxylase activity,alcohol dehydrogenase (nad+) activity,eif2 complex assembly,ubiquinol to cytochrome c,methylmalonyl-coa epimerase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity
u5 snrnp,scaffolding protein function,ctf18 rfc-like complex,all-trans-retinol 13,gamma-delta intraepithelial t cell differentiation,spliceosome complex assembly
protein homeostasis,potential role in abnormal proliferation,interleukin-20 binding,potential role in tumor development,vesicle docking,antibacterial innate immune response
